Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:18,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.000000s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.327767s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.332027s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.335085s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.339519s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.342652s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.346788s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.349792s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.360607s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.366642s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.370060s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.374250s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 0.874942s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 88 Source: 2 Coordinate: (0,2) Alert: True , time : 0.922238s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 86 Source: 3 Coordinate: (0,3) Alert: False , time : 0.908460s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 88 Source: 5 Coordinate: (1,1) Alert: True , time : 0.888773s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 72 Node temp: 90 Source: 6 Coordinate: (1,2) Alert: False , time : 0.916741s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 85 Source: 8 Coordinate: (2,0) Alert: False , time : 0.916353s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 86 Source: 9 Coordinate: (2,1) Alert: True , time : 0.935072s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 78 Node temp: 84 Source: 10 Coordinate: (2,2) Alert: False , time : 0.920845s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: False , time : 0.933613s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 82 Source: 12 Coordinate: (3,0) Alert: False , time : 0.929937s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 86 Source: 13 Coordinate: (3,1) Alert: True , time : 0.934568s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 87 Source: 14 Coordinate: (3,2) Alert: False , time : 0.924390s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: False , time : 0.956339s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.438638s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 0.929436s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 76 Node temp: 82 Source: 2 Coordinate: (0,2) Alert: False , time : 0.976351s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 82 Source: 3 Coordinate: (0,3) Alert: True , time : 0.962741s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 0.940378s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: False , time : 0.970178s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 86 Source: 8 Coordinate: (2,0) Alert: False , time : 0.961167s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 88 Source: 9 Coordinate: (2,1) Alert: False , time : 0.977643s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: True , time : 0.972523s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: True , time : 0.978726s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 75 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: False , time : 0.975005s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 85 Source: 13 Coordinate: (3,1) Alert: False , time : 0.985839s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.484257s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: False , time : 0.992259s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: True , time : 0.995179s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 70 Node temp: 83 Source: 9 Coordinate: (2,1) Alert: False , time : 0.998947s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 87 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: True , time : 0.997567s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 89 Source: 12 Coordinate: (3,0) Alert: False , time : 0.995245s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: True , time : 1.005470s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 84 Source: 9 Coordinate: (2,1) Alert: False , time : 1.016255s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 76 Node temp: 90 Source: 10 Coordinate: (2,2) Alert: False , time : 1.000241s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: True , time : 0.994203s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 76 Node temp: 81 Source: 12 Coordinate: (3,0) Alert: False , time : 0.987358s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 72 Node temp: 87 Source: 13 Coordinate: (3,1) Alert: False , time : 1.011529s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 77 Node temp: 81 Source: 14 Coordinate: (3,2) Alert: False , time : 1.014978s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: True , time : 1.049807s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.164602s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: True , time : 0.980085s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 86 Source: 2 Coordinate: (0,2) Alert: True , time : 1.072744s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 90 Source: 3 Coordinate: (0,3) Alert: False , time : 1.045610s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 80 Node temp: 82 Source: 4 Coordinate: (1,0) Alert: False , time : 1.021018s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 87 Source: 5 Coordinate: (1,1) Alert: True , time : 1.042644s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: False , time : 1.022084s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 88 Node temp: 89 Source: 7 Coordinate: (1,3) Alert: True , time : 1.060617s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 73 Node temp: 84 Source: 8 Coordinate: (2,0) Alert: False , time : 1.063403s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 81 Source: 9 Coordinate: (2,1) Alert: True , time : 1.073825s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 89 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: True , time : 1.076817s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 86 Node temp: 85 Source: 12 Coordinate: (3,0) Alert: True , time : 1.066202s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 88 Source: 13 Coordinate: (3,1) Alert: False , time : 1.106839s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 79 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: False , time : 1.134561s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:40,Infared temp: 72 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.272691s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 74 Node temp: 84 Source: 1 Coordinate: (0,1) Alert: False , time : 1.086037s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 90 Node temp: 86 Source: 2 Coordinate: (0,2) Alert: True , time : 1.154428s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 81 Node temp: 89 Source: 4 Coordinate: (1,0) Alert: True , time : 1.121387s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 83 Node temp: 81 Source: 5 Coordinate: (1,1) Alert: True , time : 1.114051s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 82 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: True , time : 1.135364s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:40,Infared temp: 84 Node temp: 86 Source: 7 Coordinate: (1,3) Alert: True , time : 1.151853s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 90 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: True , time : 1.178904s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 77 Node temp: 85 Source: 9 Coordinate: (2,1) Alert: False , time : 1.182387s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 90 Node temp: 81 Source: 11 Coordinate: (2,3) Alert: True , time : 1.178968s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 70 Node temp: 83 Source: 13 Coordinate: (3,1) Alert: False , time : 1.181812s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 87 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: True , time : 1.226880s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.378858s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 87 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: True , time : 1.177473s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 72 Node temp: 88 Source: 2 Coordinate: (0,2) Alert: False , time : 1.242507s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 85 Node temp: 84 Source: 4 Coordinate: (1,0) Alert: True , time : 1.205369s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 1.200740s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 89 Source: 7 Coordinate: (1,3) Alert: False , time : 1.213628s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 88 Node temp: 81 Source: 8 Coordinate: (2,0) Alert: True , time : 1.235167s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 71 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: False , time : 1.215097s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 70 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: False , time : 1.240253s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.412661s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 85 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: True , time : 1.198364s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 89 Node temp: 84 Source: 4 Coordinate: (1,0) Alert: True , time : 1.229189s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 86 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 1.227539s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 84 Node temp: 89 Source: 8 Coordinate: (2,0) Alert: True , time : 1.243267s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 1.252071s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.443738s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 85 Node temp: 86 Source: 1 Coordinate: (0,1) Alert: True , time : 1.221165s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 82 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: True , time : 1.247050s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: False , time : 1.275979s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 80 Node temp: 86 Source: 15 Coordinate: (3,3) Alert: False , time : 1.277425s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.470474s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 74 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 1.243094s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 86 Node temp: 89 Source: 6 Coordinate: (1,2) Alert: True , time : 0.872853s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 72 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 1.286336s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 76 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: False , time : 0.866498s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 70 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: False , time : 0.883589s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 82 Node temp: 87 Source: 15 Coordinate: (3,3) Alert: True , time : 1.289001s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 70 Node temp: 90 Source: 1 Coordinate: (0,1) Alert: False , time : 0.876523s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 71 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: False , time : 0.901119s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 80 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: False , time : 1.307519s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 73 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: False , time : 0.895742s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 87 Node temp: 89 Source: 6 Coordinate: (1,2) Alert: True , time : 0.920048s 
Time of Node:2020-10-29 16:17:39 ,Current time:2020-10-29 16:17:41,Infared temp: 71 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: False , time : 1.321116s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 89 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 0.914380s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 88 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.930782s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 77 Node temp: 90 Source: 15 Coordinate: (3,3) Alert: False , time : 0.942277s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 72 Node temp: 90 Source: 1 Coordinate: (0,1) Alert: False , time : 0.930638s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 84 Node temp: 86 Source: 6 Coordinate: (1,2) Alert: True , time : 0.948822s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 82 Node temp: 86 Source: 15 Coordinate: (3,3) Alert: True , time : 0.960790s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: False , time : 0.940748s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 82 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 0.957550s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 79 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: False , time : 0.968886s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 90 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 0.949500s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 77 Node temp: 82 Source: 6 Coordinate: (1,2) Alert: False , time : 0.965942s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 78 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 0.977809s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 86 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 0.957662s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 90 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 0.974709s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 83 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 0.985778s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 79 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 0.966699s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 79 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: False , time : 0.983639s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 78 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 0.995203s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 87 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 0.976404s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 80 Node temp: 88 Source: 6 Coordinate: (1,2) Alert: False , time : 0.993733s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 89 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 1.004568s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 88 Node temp: 88 Source: 1 Coordinate: (0,1) Alert: True , time : 0.985960s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 71 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 1.010722s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 86 Node temp: 90 Source: 15 Coordinate: (3,3) Alert: True , time : 1.023217s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 78 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 1.004481s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 1.020900s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 73 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 1.031838s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 88 Node temp: 82 Source: 1 Coordinate: (0,1) Alert: True , time : 1.020913s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: False , time : 1.038862s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 78 Node temp: 87 Source: 15 Coordinate: (3,3) Alert: False , time : 1.049786s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 89 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 1.030198s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 87 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: True , time : 1.048290s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 90 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: True , time : 1.059198s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 75 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: False , time : 1.048298s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 88 Node temp: 88 Source: 6 Coordinate: (1,2) Alert: True , time : 1.065832s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 74 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 1.076851s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 82 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: True , time : 1.056816s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 72 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: False , time : 0.696206s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 76 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: False , time : 1.083560s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 81 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 1.064791s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 83 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: True , time : 0.703027s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 76 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 1.091870s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 83 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 1.080830s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 71 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: False , time : 0.720781s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 71 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: False , time : 1.109753s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 85 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 1.090184s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 90 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: True , time : 1.116105s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 81 Node temp: 82 Source: 1 Coordinate: (0,1) Alert: True , time : 0.719741s 
Time of Node:2020-10-29 16:17:40 ,Current time:2020-10-29 16:17:41,Infared temp: 78 Node temp: 87 Source: 15 Coordinate: (3,3) Alert: False , time : 1.129829s 
